Short Country	Long Country	Holiday	Long Date	Short Date	Description
TV	Tuvalu	Heir to the Throne's Birthday	"Monday, November 10, 2025"	10-Nov-25	Heir to the Throne's Birthday is a public holiday in Tuvalu
TV	Tuvalu	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Tuvalu (Funafuti)
TV	Tuvalu	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
TV	Tuvalu	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a public holiday in Tuvalu
VI	US Virgin Islands	New Year	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
VI	US Virgin Islands	Three Kings Day	"Monday, January 6, 2025"	6-Jan-25	Epiphany is a Christian holiday celebrated globally on January 6 each year. It commemorates two events recorded in the Bible: the three wise menâ€™s visit to baby Jesus; and Jesusâ€™ baptism.
VI	US Virgin Islands	Mourning Day For President Jimmy Carterâ€™s Funeral	"Thursday, January 9, 2025"	9-Jan-25	Mourning Day For President Jimmy Carterâ€™s Funeral is a public holiday in US Virgin Islands
VI	US Virgin Islands	Martin Luther King Jr. Day	"Monday, January 20, 2025"	20-Jan-25	Martin Luther King Jr. Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	President's Day	"Monday, February 17, 2025"	17-Feb-25	President's Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in US Virgin Islands (Charlotte Amalie)
VI	US Virgin Islands	Transfer Day	"Monday, March 31, 2025"	31-Mar-25	Transfer Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	April Fool's Day	"Tuesday, April 1, 2025"	1-Apr-25	April Fool's Day is a observance in US Virgin Islands
VI	US Virgin Islands	Holy Thursday	"Thursday, April 17, 2025"	17-Apr-25	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.
VI	US Virgin Islands	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
VI	US Virgin Islands	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
VI	US Virgin Islands	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
VI	US Virgin Islands	Mother's Day	"Sunday, May 11, 2025"	11-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
VI	US Virgin Islands	Memorial Day	"Monday, May 26, 2025"	26-May-25	Memorial Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	Father's Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
VI	US Virgin Islands	Juneteenth	"Thursday, June 19, 2025"	19-Jun-25	Juneteenth is a observance in US Virgin Islands
VI	US Virgin Islands	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in US Virgin Islands (Charlotte Amalie)
VI	US Virgin Islands	Emancipation Day	"Thursday, July 3, 2025"	3-Jul-25	Emancipation Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	American Independence Day	"Friday, July 4, 2025"	4-Jul-25	American Independence Day is a observance in US Virgin Islands
VI	US Virgin Islands	Hurricane Supplication Day	"Monday, July 28, 2025"	28-Jul-25	Hurricane Supplication Day is a observance in US Virgin Islands
VI	US Virgin Islands	Labor Day	"Monday, September 1, 2025"	1-Sep-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
VI	US Virgin Islands	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in US Virgin Islands (Charlotte Amalie)
VI	US Virgin Islands	Puerto Rico Friendship Day (Columbus Day)	"Monday, October 13, 2025"	13-Oct-25	Puerto Rico Friendship Day (Columbus Day) is a public holiday in US Virgin Islands
VI	US Virgin Islands	Hurricane Thanksgiving	"Saturday, October 25, 2025"	25-Oct-25	Hurricane Thanksgiving is a observance in US Virgin Islands
VI	US Virgin Islands	Liberty Day	"Saturday, November 1, 2025"	1-Nov-25	Liberty Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	Veterans Day	"Tuesday, November 11, 2025"	11-Nov-25	Veterans Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	Thanksgiving Day	"Thursday, November 27, 2025"	27-Nov-25	Thanksgiving Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in US Virgin Islands (Charlotte Amalie)
VI	US Virgin Islands	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
VI	US Virgin Islands	Christmas Second Day	"Friday, December 26, 2025"	26-Dec-25	Christmas Second Day is a public holiday in US Virgin Islands
VI	US Virgin Islands	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
UG	Uganda	New Year	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
UG	Uganda	Liberation Day	"Sunday, January 26, 2025"	26-Jan-25	Liberation Day is a public holiday in Uganda
UG	Uganda	Remembrance of Archbishop Janani Luwum	"Sunday, February 16, 2025"	16-Feb-25	Remembrance of Archbishop Janani Luwum is a public holiday in Uganda
UG	Uganda	Ramadan Start	"Saturday, March 1, 2025"	1-Mar-25	"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar."
UG	Uganda	International Women's Day	"Saturday, March 8, 2025"	8-Mar-25	International Women's Day is a public holiday in Uganda
UG	Uganda	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Uganda (Mexico City)
UG	Uganda	Eid al-Fitr	"Sunday, March 30, 2025"	30-Mar-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
UG	Uganda	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
UG	Uganda	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
UG	Uganda	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
UG	Uganda	Labour Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
UG	Uganda	Mother's Day	"Sunday, May 11, 2025"	11-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
UG	Uganda	Martyrs' Day	"Tuesday, June 3, 2025"	3-Jun-25	Martyrs' Day is a public holiday in Uganda
UG	Uganda	Eid al-Adha	"Saturday, June 7, 2025"	7-Jun-25	Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.
UG	Uganda	National Heroes Day	"Monday, June 9, 2025"	9-Jun-25	National Heroes Day is a public holiday in Uganda
UG	Uganda	Father's Day	"Saturday, June 21, 2025"	21-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
UG	Uganda	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Uganda (Mexico City)
UG	Uganda	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Uganda (Mexico City)
UG	Uganda	Independence Day	"Thursday, October 9, 2025"	9-Oct-25	Independence Day is a public holiday in Uganda
UG	Uganda	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Uganda (Mexico City)
UG	Uganda	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
UG	Uganda	Boxing Day	"Friday, December 26, 2025"	26-Dec-25	Boxing Day is a public holiday in Uganda
UA	Ukraine	New Year's Day (Suspended)	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is annually celebrated as a day off work in the Ukraine on January 1, marking the start of the New Year."
UA	Ukraine	Epiphany	"Monday, January 6, 2025"	6-Jan-25	Epiphany is a Christian holiday celebrated globally on January 6 each year. It commemorates two events recorded in the Bible: the three wise menâ€™s visit to baby Jesus; and Jesusâ€™ baptism.
UA	Ukraine	Orthodox New Year	"Tuesday, January 14, 2025"	14-Jan-25	"The Orthodox New Year, also known as the Old New Year, is observed on January 14 in Ukraine."
UA	Ukraine	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	Many Ukrainians celebrate Valentineâ€™s Day as a romantic day on February 14.
UA	Ukraine	International Women's Day (Suspended)	"Saturday, March 8, 2025"	8-Mar-25	"International Womenâ€™s Day is a public holiday in Ukraine, celebrated on or around March 8 each year."
UA	Ukraine	International Women's Day (Suspended) observed	"Monday, March 10, 2025"	10-Mar-25	"International Womenâ€™s Day is a public holiday in Ukraine, celebrated on or around March 8 each year."
UA	Ukraine	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Ukraine (Kyiv)
UA	Ukraine	Ramadan Bayram	"Sunday, March 30, 2025"	30-Mar-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
UA	Ukraine	Daylight Saving Time starts	"Sunday, March 30, 2025"	30-Mar-25	Daylight Saving Time starts in Ukraine
UA	Ukraine	April Fools	"Tuesday, April 1, 2025"	1-Apr-25	April Foolâ€™s Day is celebrated as a day of jokes and trickery on April 1 in Ukraine.
UA	Ukraine	Orthodox Easter Day (Suspended)	"Sunday, April 20, 2025"	20-Apr-25	Easter is both a religious and a national holiday in Ukraine. The Easter date is based on the Orthodox Christian churchâ€™s calendar.
UA	Ukraine	Labor Day (Suspended)	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
UA	Ukraine	Victory Day (Suspended)	"Thursday, May 8, 2025"	8-May-25	Victory Day in Ukraine is celebrated as a public holiday on May 8 to commemorate the defeat of the Nazis in the Second World War.
UA	Ukraine	Europe Day	"Friday, May 9, 2025"	9-May-25	Europe Day is observed in Ukraine on the third weekend in May.
UA	Ukraine	Mother's Day	"Sunday, May 11, 2025"	11-May-25	Motherâ€™s Day is observed in Ukraine on the second Sunday in May each year.
UA	Ukraine	Family Day	"Thursday, May 15, 2025"	15-May-25	Family Day is an observance celebrated in Ukraine on July 8 each year.
UA	Ukraine	Kyiv Day	"Sunday, May 25, 2025"	25-May-25	"Kyiv Day is observed in Ukraineâ€™s capital city, Kyiv (also known as Kiev), on the last weekend in May."
UA	Ukraine	Children's Day	"Sunday, June 1, 2025"	1-Jun-25	Children's Day is a observance in Ukraine
UA	Ukraine	Journalists' Day	"Friday, June 6, 2025"	6-Jun-25	Journalists' Day is a observance in Ukraine
UA	Ukraine	Qurban Bayram	"Saturday, June 7, 2025"	7-Jun-25	Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.
UA	Ukraine	Orthodox Pentecost (Suspended)	"Sunday, June 8, 2025"	8-Jun-25	"Holy Trinity Day, or Triytsya in Ukrainian, is celebrated widely in Ukraine and is a day off work for Ukrainians."
UA	Ukraine	Fathers' Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
UA	Ukraine	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Ukraine (Kyiv)
UA	Ukraine	Day of Mourning and Commemoration of War Victims	"Sunday, June 22, 2025"	22-Jun-25	Day of Mourning and Commemoration of War Victims is a observance in Ukraine
UA	Ukraine	Constitution Day (Suspended)	"Saturday, June 28, 2025"	28-Jun-25	Ukraineâ€™s Constitution Day is a public holiday on June 28 to celebrate the countryâ€™s constitution.
UA	Ukraine	Constitution Day (Suspended) observed	"Monday, June 30, 2025"	30-Jun-25	Ukraineâ€™s Constitution Day is a public holiday on June 28 to celebrate the countryâ€™s constitution.
UA	Ukraine	Navy Day	"Sunday, July 6, 2025"	6-Jul-25	Navy Day is a national Ukrainian observance that is celebrated on the last Sunday in July each year.
UA	Ukraine	Kupala Night	"Sunday, July 6, 2025"	6-Jul-25	Kupala Night is celebrated in Ukraine on July 7 each year.
UA	Ukraine	Ukrainian Statehood Day	"Tuesday, July 15, 2025"	15-Jul-25	Ukrainian Statehood Day is a suspended national holiday in Ukraine
UA	Ukraine	Baptism of Kyivan Rus	"Monday, July 28, 2025"	28-Jul-25	Baptism of Kyivan Rus is a observance in Ukraine
UA	Ukraine	Independence Day (Suspended)	"Sunday, August 24, 2025"	24-Aug-25	Ukraineâ€™s Independence Day is annually celebrated on August 24 to mark the anniversary of the countryâ€™s declaration of independence in 1991.
UA	Ukraine	Independence Day (Suspended) observed	"Monday, August 25, 2025"	25-Aug-25	Ukraineâ€™s Independence Day is annually celebrated on August 24 to mark the anniversary of the countryâ€™s declaration of independence in 1991.
UA	Ukraine	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Ukraine (Kyiv)
UA	Ukraine	Day of Defenders and Defenders of Ukraine (Suspended)	"Wednesday, October 1, 2025"	1-Oct-25	Day of Defenders and Defenders of Ukraine is a national Ukrainian holiday that celebrates local heroes and supports nationalism.
UA	Ukraine	Daylight Saving Time ends	"Sunday, October 26, 2025"	26-Oct-25	Daylight Saving Time ends in Ukraine
UA	Ukraine	Day of Liberation of Ukraine from Fascist Invaders	"Tuesday, October 28, 2025"	28-Oct-25	Day of Liberation of Ukraine from Fascist Invaders is a observance in Ukraine
UA	Ukraine	Cultural Workers and Folk Artists Day	"Sunday, November 9, 2025"	9-Nov-25	Many Ukrainians celebrate Cultural Workers and Folk Artists Day on the third Sunday in May.
UA	Ukraine	Dignity and Freedom Day	"Friday, November 21, 2025"	21-Nov-25	Dignity and Freedom Day is a national Ukrainian holiday that celebrates the country's dignity and freedom.
UA	Ukraine	Army Day	"Saturday, December 6, 2025"	6-Dec-25	Army Day in Ukraine is a special annual observance dedicated to the nationâ€™s armed forces on December 6.
UA	Ukraine	St. Nicholas Day	"Saturday, December 6, 2025"	6-Dec-25	St. Nicholas Day is a observance and Orthodox holiday in Ukraine
UA	Ukraine	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Ukraine (Kyiv)
UA	Ukraine	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	
AE	United Arab Emirates	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
AE	United Arab Emirates	Leilat al-Meiraj (The Prophet's Ascension)	"Monday, January 27, 2025"	27-Jan-25	"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night that the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned."
AE	United Arab Emirates	Ramadan Start	"Saturday, March 1, 2025"	1-Mar-25	"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar."
AE	United Arab Emirates	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in United Arab Emirates (Abu Dhabi)
AE	United Arab Emirates	Eid al-Fitr	"Sunday, March 30, 2025"	30-Mar-25	"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight."
AE	United Arab Emirates	Eid al-Fitr Holiday	"Monday, March 31, 2025"	31-Mar-25	Eid al-Fitr Holiday is a national holiday in United Arab Emirates
AE	United Arab Emirates	Hajj season begins	"Thursday, May 29, 2025"	29-May-25	Hajj season begins is a observance in United Arab Emirates
AE	United Arab Emirates	Arafat (Hajj) Day	"Friday, June 6, 2025"	6-Jun-25	Arafat (Hajj) Day is a national holiday in United Arab Emirates
AE	United Arab Emirates	Eid al-Adha (Feast of Sacrifice)	"Saturday, June 7, 2025"	7-Jun-25	Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.
AE	United Arab Emirates	Eid al-Adha Holiday	"Saturday, June 7, 2025"	7-Jun-25	Eid al-Adha Holiday is a national holiday in United Arab Emirates
AE	United Arab Emirates	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in United Arab Emirates (Abu Dhabi)
AE	United Arab Emirates	Al-Hijra (Islamic New Year)	"Friday, June 27, 2025"	27-Jun-25	Muharram is the first month of the Islamic calendar and a time of remembrance or mourning.
AE	United Arab Emirates	Mouloud	"Friday, September 5, 2025"	5-Sep-25	"Mawlid, or Milad, marks the birth of the Islamic prophet Muhammed, or Mohamed, in the year 570 of the Gregorian calendar."
AE	United Arab Emirates	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in United Arab Emirates (Abu Dhabi)
AE	United Arab Emirates	Commemoration Day	"Sunday, November 30, 2025"	30-Nov-25	Commemoration Day is a observance in United Arab Emirates
AE	United Arab Emirates	National Day	"Tuesday, December 2, 2025"	2-Dec-25	National Day is a national holiday in United Arab Emirates
AE	United Arab Emirates	National Day Holiday	"Wednesday, December 3, 2025"	3-Dec-25	National Day Holiday is a national holiday in United Arab Emirates
AE	United Arab Emirates	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in United Arab Emirates (Abu Dhabi)
AE	United Arab Emirates	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
GB	United Kingdom	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Year's Day marks the start of a new year in the Gregorian calendar, the official calendar used in the United Kingdom."
GB	United Kingdom	Last day of Hanukkah	"Thursday, January 2, 2025"	2-Jan-25	The eighth and last day of Hanukkah marks the end of a period in which Jews commemorate the miracle of the cruse of oil.
GB	United Kingdom	2nd January	"Thursday, January 2, 2025"	2-Jan-25	January 2 is an annual bank holiday and the last day of the Hogmanay (New Year) celebrations in Scotland.
GB	United Kingdom	Twelfth Night	"Sunday, January 5, 2025"	5-Jan-25	Twelfth Night is a observance and Christian holiday in the United Kingdom
GB	United Kingdom	Epiphany	"Monday, January 6, 2025"	6-Jan-25	Epiphany marks the visit of the Magi to Jesus and celebrates the revelation of God incarnate as Jesus Christ.
GB	United Kingdom	Orthodox Christmas Day	"Tuesday, January 7, 2025"	7-Jan-25	Orthodox Christians in the United Kingdom celebrate the Nativity of Christ (Jesus' birth) on the Orthodox Christmas Day.
GB	United Kingdom	Orthodox New Year	"Tuesday, January 14, 2025"	14-Jan-25	Orthodox Christians in the United Kingdom mark the start of a new calendar year on either January 1 or 14 in the Gregorian calendar.
GB	United Kingdom	Burns Night	"Saturday, January 25, 2025"	25-Jan-25	Burns Night celebrates the life and work of Robert Burns and Scottish culture in general. It is on or around January 25 each year.
GB	United Kingdom	Isra and Mi'raj	"Monday, January 27, 2025"	27-Jan-25	"Isra and Mi'raj marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven, and returned."
GB	United Kingdom	Lunar New Year	"Wednesday, January 29, 2025"	29-Jan-25	Lunar New Year in the United Kingdom (UK) marks the start of the New Year in the Chinese calendar.
GB	United Kingdom	Tu B'Shevat (Arbor Day)	"Thursday, February 13, 2025"	13-Feb-25	"Tu Bâ€™Shevat is known as the â€œNew Year for Treesâ€, is one of the four Jewish New Years."
GB	United Kingdom	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	Valentineâ€™s Day is celebrated in the UK as a day of love and falls on February 14 every year.
GB	United Kingdom	Maha Shivaratri	"Wednesday, February 26, 2025"	26-Feb-25	"Maha Shivratri is an annual festival dedicated to Shiva, the Hindu God of destruction. For devotees, is a day of reflection and meditation."
GB	United Kingdom	Ramadan Start	"Saturday, March 1, 2025"	1-Mar-25	"Muslims in the United Kingdom welcome Ramadan as a period of fasting, self-evaluation, and spiritual growth."
GB	United Kingdom	St. David's Day	"Saturday, March 1, 2025"	1-Mar-25	"People in Wales and Welsh communities around the world celebrate the life of their patron saint, St David, and the culture of their country on St Davidâ€™s Day."
GB	United Kingdom	Ramadan Start	"Sunday, March 2, 2025"	2-Mar-25	"Muslims in the United Kingdom welcome Ramadan as a period of fasting, self-evaluation, and spiritual growth."
GB	United Kingdom	Carnival / Shrove Tuesday / Pancake Day	"Tuesday, March 4, 2025"	4-Mar-25	Shrove Tuesday is also known as Pancake Tuesday in the United Kingdom.
GB	United Kingdom	Carnival / Ash Wednesday	"Wednesday, March 5, 2025"	5-Mar-25	Ash Wednesday is a Christian observance in the United Kingdom. It is the first day of Lent.
GB	United Kingdom	Purim	"Friday, March 14, 2025"	14-Mar-25	"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther."
GB	United Kingdom	St Patrick's Day	"Monday, March 17, 2025"	17-Mar-25	"St Patrick's Day remembers the life and deeds of St Patrick, one of Ireland's patron saints. It also celebrates Irish culture."
GB	United Kingdom	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in the United Kingdom (London)
GB	United Kingdom	Lailat al-Qadr	"Wednesday, March 26, 2025"	26-Mar-25	"Laylatul Qadr, the Night of Power, is the holiest day of the Islamic calendar year."
GB	United Kingdom	Eid ul Fitr	"Sunday, March 30, 2025"	30-Mar-25	Eid ul-Fitr is a Muslim celebration that marks the end of the month-long fast of Ramadan.
GB	United Kingdom	Mother's Day	"Sunday, March 30, 2025"	30-Mar-25	"Mother's Day, or Mothering Sunday, is traditionally a day to visit your mother church. It is now an occasion to bring gifts to your own mother."
GB	United Kingdom	Daylight Saving Time starts	"Sunday, March 30, 2025"	30-Mar-25	Daylight Saving Time starts in the United Kingdom
GB	United Kingdom	Eid ul Fitr	"Monday, March 31, 2025"	31-Mar-25	Eid ul-Fitr is a Muslim celebration that marks the end of the month-long fast of Ramadan.
GB	United Kingdom	Palm Sunday	"Sunday, April 13, 2025"	13-Apr-25	Palm Sunday in the United Kingdom celebrates Jesus Christâ€™s entry into Jerusalem. It is also the Sunday before Easter Sunday.
GB	United Kingdom	First day of Passover	"Sunday, April 13, 2025"	13-Apr-25	Passover marks the Israelites' liberation from slavery and their exodus from Egypt around 3000 years ago.
GB	United Kingdom	Maundy Thursday	"Thursday, April 17, 2025"	17-Apr-25	Many Christians in the United Kingdom celebrate Maundy Thursday on the Thursday before Good Friday.
GB	United Kingdom	Orthodox Good Friday	"Friday, April 18, 2025"	18-Apr-25	"Many Orthodox Christians in the United Kingdom remember the events leading up to Jesus Christ's crucifixion on Great Friday, also known as Holy Friday."
GB	United Kingdom	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is just before Easter Sunday and is a public holiday in the United Kingdom.
GB	United Kingdom	Holy Saturday	"Saturday, April 19, 2025"	19-Apr-25	Holy Saturday is the day before Easter Sunday in the United Kingdom.
GB	United Kingdom	Orthodox Holy Saturday	"Saturday, April 19, 2025"	19-Apr-25	Many Orthodox Christians in the United Kingdom remember Jesus Christâ€™s burial and his descent into Hades on Holy Saturday.
GB	United Kingdom	Last day of Passover	"Sunday, April 20, 2025"	20-Apr-25	"On the 8th and last day of Passover, Jews in the UK commemorate the Parting of the Red Sea and the Israelites' escape from Egypt."
GB	United Kingdom	Orthodox Easter	"Sunday, April 20, 2025"	20-Apr-25	"Many Orthodox Christians in the United Kingdom commemorate Jesus Christâ€™s resurrection on Easter Day, also known as Pascha."
GB	United Kingdom	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	Easter Sunday commemorates Jesus Christ's resurrection. The Easter egg hunt is one of the most popular Easter traditions
GB	United Kingdom	Orthodox Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Many Orthodox churches in the United Kingdom observe Easter Monday on the day after the Orthodox Easter Sunday date.
GB	United Kingdom	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	"Easter Monday is the day after Easter Sunday. It is a bank holiday in England, Wales and Northern Ireland but not in Scotland."
GB	United Kingdom	Stephen Lawrence Day	"Tuesday, April 22, 2025"	22-Apr-25	Stephen Lawrence Day is an annual observance in the UK commemorating the racially motivated murder of Stephen Lawrence.
GB	United Kingdom	St. George's Day	"Wednesday, April 23, 2025"	23-Apr-25	"St George's Day in England is a celebration of Saint George, a Christian martyr and soldier in the Roman army."
GB	United Kingdom	Shakespeare Day	"Wednesday, April 23, 2025"	23-Apr-25	"National Shakespeare Day, also known as Shakespeare Day, is annually held on April 23."
GB	United Kingdom	Yom HaShoah	"Friday, April 25, 2025"	25-Apr-25	"Yom Hashoah, held on the 27th day of the month of Nisan, remembers the Holocaust victims who died during World War II."
GB	United Kingdom	St. George's Day	"Monday, April 28, 2025"	28-Apr-25	"St George's Day in England is a celebration of Saint George, a Christian martyr and soldier in the Roman army."
GB	United Kingdom	Yom HaAtzmaut	"Thursday, May 1, 2025"	1-May-25	"Celebrated on the fifth day of the Jewish month of Iyar, Yom Haâ€™Atzmaut is Israelâ€™s Independence Day."
GB	United Kingdom	Early May Bank Holiday	"Monday, May 5, 2025"	5-May-25	"May Day, or the Early May Bank holiday, is on the first Monday of May each year."
GB	United Kingdom	Lag B'Omer	"Friday, May 16, 2025"	16-May-25	Jewish people observe Lag BaOmer on the 18th day of the month of Iyar in the Jewish calendar.
GB	United Kingdom	Spring Bank Holiday	"Monday, May 26, 2025"	26-May-25	The spring bank holiday in the United Kingdom is on the last Monday of May each year.
GB	United Kingdom	Ascension Day	"Thursday, May 29, 2025"	29-May-25	"Ascension Day is the 40th day of Easter and commemorates Jesus Christâ€™s ascension into heaven, according to Christian belief."
GB	United Kingdom	Shavuot	"Monday, June 2, 2025"	2-Jun-25	"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among Jewish people in the UK."
GB	United Kingdom	Eid al-Adha	"Saturday, June 7, 2025"	7-Jun-25	Eid ul-Adha is an Islamic festival to remember Ibrahim's willingness to sacrifice his son to God.
GB	United Kingdom	Pentecost	"Sunday, June 8, 2025"	8-Jun-25	"Many Christians in the United Kingdom observe Pentecost, also known as Whitsunday or Whit Sunday."
GB	United Kingdom	Whit Monday	"Monday, June 9, 2025"	9-Jun-25	"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday."
GB	United Kingdom	King's Birthday	"Saturday, June 14, 2025"	14-Jun-25	The Kingâ€™s birthday is an annual public holiday in Australia celebrating the official birthday of King Charles III.
GB	United Kingdom	Trinity Sunday	"Sunday, June 15, 2025"	15-Jun-25	"Trinity Sunday, which is the first Sunday after Pentecost, is a Christian feast that is observed in many churches in the United Kingdom."
GB	United Kingdom	Father's Day	"Sunday, June 15, 2025"	15-Jun-25	Father's Day in the United Kingdom honors fathers and celebrates fatherhood.
GB	United Kingdom	Corpus Christi	"Thursday, June 19, 2025"	19-Jun-25	Corpus Christi is a Christian observance that honors the Holy Eucharist.
GB	United Kingdom	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in the United Kingdom (London)
GB	United Kingdom	Windrush Day	"Sunday, June 22, 2025"	22-Jun-25	Windrush Day is an annual observance in the UK honoring the British Caribbean community.
GB	United Kingdom	Muharram/Islamic New Year	"Friday, June 27, 2025"	27-Jun-25	"The first day of Muharram, which is the first month in the Islamic calendar, marks the Islamic New Year."
GB	United Kingdom	Ashura	"Sunday, July 6, 2025"	6-Jul-25	"On Ashura, many Muslims commemorate the martyrdom of Imam Husayn ibn Ali."
